# x,F2,stat.,syst.,
0.4195,0.2363,0.003298,0.01113,
0.4285,0.2282,0.003269,0.01001,
0.4375,0.2234,0.00331,0.009531,
0.4465,0.2205,0.003396,0.009302,
0.4555,0.2183,0.003489,0.009615,
0.4645,0.237,0.003773,0.01269,
0.4735,0.2468,0.003998,0.01358,
0.4825,0.2496,0.004168,0.01075,
0.4915,0.2334,0.003975,0.009024,
0.5005,0.2169,0.003737,0.01035,
0.5095,0.1915,0.003465,0.008885,
0.5185,0.1722,0.003273,0.006639,
0.5275,0.1587,0.003232,0.005531,
0.5365,0.144,0.003048,0.005261,
0.5455,0.1527,0.003319,0.006791,
0.5545,0.1733,0.003637,0.009199,
0.5635,0.1842,0.003952,0.01222,
0.5725,0.2049,0.004349,0.01185,
0.5815,0.2012,0.0044,0.006919,
0.5905,0.1689,0.003945,0.0124,
0.5995,0.1388,0.003529,0.00984,
0.6085,0.1165,0.003153,0.006449,
0.6175,0.1084,0.003075,0.004688,
0.6265,0.09671,0.002962,0.00347,
0.6355,0.1011,0.003024,0.003239,
0.6445,0.09644,0.003031,0.002885,
0.6535,0.0834,0.002791,0.002398,
0.6625,0.08501,0.002852,0.002412,
0.6715,0.08271,0.002191,0.006733,
0.6805,0.08133,0.001975,0.005943,
0.6895,0.0785,0.001884,0.006026,
0.6985,0.08298,0.001986,0.006848,
0.7075,0.07621,0.001949,0.006562,
0.7165,0.08372,0.002024,0.007358,
0.7255,0.08469,0.001883,0.008032,
0.7345,0.0896,0.001927,0.00856,
0.7435,0.09485,0.002072,0.0088,
0.7525,0.1034,0.002229,0.006637,
0.7615,0.09153,0.002162,0.005796,
0.7705,0.08667,0.002084,0.008244,
0.7795,0.07169,0.001893,0.009083,
0.7885,0.05339,0.0016,0.007735,
0.7975,0.03941,0.001304,0.004773,
0.8065,0.03143,0.001182,0.004301,
0.8155,0.02598,0.001002,0.003242,
0.8245,0.02153,0.0009876,0.002596,
0.8335,0.01422,0.0008458,0.002034,
0.8425,0.01404,0.0007248,0.002551,
0.8515,0.01061,0.0005823,0.002234,
0.8605,0.006514,0.0003766,0.0002458,
0.8695,0.002506,0.0001234,0.0001125,
1.975,0.3295,0.2964,0.002128,0.02305
0.3385,0.2892,0.002187,0.02121,
0.3475,0.2777,0.002274,0.0193,
0.3565,0.2687,0.002338,0.01771,
0.3655,0.2651,0.002432,0.01681,
0.3745,0.2675,0.002526,0.01645,
0.3835,0.2528,0.002532,0.01518,
0.3925,0.2624,0.00275,0.0157,
0.4015,0.2489,0.00285,0.01351,
0.4105,0.2531,0.003007,0.01298,
0.4195,0.2484,0.003158,0.01202,
0.4285,0.2365,0.003286,0.01154,
0.4375,0.2266,0.003289,0.0103,
0.4465,0.2154,0.0033,0.009429,
0.4555,0.2091,0.00331,0.008915,
0.4645,0.2045,0.003424,0.00954,
0.4735,0.2221,0.00363,0.01298,
0.4825,0.2399,0.003915,0.01288,
0.4915,0.2572,0.004362,0.01055,
0.5005,0.233,0.004241,0.0101,
0.5095,0.2059,0.003938,0.01054,
0.5185,0.1813,0.003698,0.008059,
0.5275,0.1614,0.003375,0.006124,
0.5365,0.1457,0.003218,0.005067,
0.5455,0.1522,0.003254,0.006462,
0.5545,0.1555,0.003358,0.007187,
0.5635,0.1684,0.003606,0.009701,
0.5725,0.1746,0.003774,0.0119,
0.5815,0.1864,0.004093,0.008956,
0.5905,0.1888,0.004228,0.0095,
0.5995,0.1486,0.003681,0.01154,
0.6085,0.1328,0.003517,0.008833,
0.6175,0.1128,0.003201,0.005843,
0.6265,0.1013,0.003077,0.004187,
0.6355,0.09799,0.00305,0.003482,
0.6445,0.09674,0.003103,0.003113,
0.6535,0.08604,0.002994,0.002654,
0.6625,0.08937,0.003011,0.002623,
0.6715,0.08253,0.002886,0.002412,
0.6805,0.07985,0.002871,0.003117,
0.6895,0.082,0.002912,0.002536,
0.6985,0.07973,0.002843,0.003549,
0.7075,0.0797,0.002081,0.00712,
0.7165,0.07915,0.002001,0.007141,
0.7255,0.08245,0.002082,0.007203,
0.7345,0.08096,0.002079,0.00702,
0.7435,0.09326,0.002365,0.008137,
0.7525,0.09672,0.002466,0.008714,
0.7615,0.0894,0.002172,0.007441,
0.7705,0.08502,0.002052,0.008358,
0.7795,0.07504,0.001879,0.009866,
0.7885,0.05656,0.001509,0.007931,
0.7975,0.04333,0.001347,0.005637,
0.8065,0.03434,0.001178,0.004303,
0.8155,0.02614,0.001002,0.003633,
0.8245,0.02337,0.0009296,0.002809,
0.8335,0.01852,0.0008142,0.002458,
0.8425,0.01208,0.0006262,0.002037,
0.8515,0.008903,0.000494,0.00166,
0.8605,0.00663,0.0003793,0.0007012,
0.8695,0.00325,0.0002017,0.0001277,
2.025,0.3385,0.2845,0.002156,0.02235
0.3475,0.2825,0.002221,0.02091,
0.3565,0.2732,0.002286,0.01931,
0.3655,0.2701,0.002374,0.01813,
0.3745,0.2622,0.002476,0.01687,
0.3835,0.2574,0.002537,0.01612,
0.3925,0.2537,0.002624,0.01562,
0.4015,0.2524,0.002696,0.01508,
0.4105,0.2453,0.00278,0.01363,
0.4195,0.2399,0.002908,0.01226,
0.4285,0.2359,0.002979,0.01163,
0.4375,0.2249,0.003031,0.01092,
0.4465,0.2234,0.003264,0.01038,
0.4555,0.2101,0.003301,0.009589,
0.4645,0.2046,0.003274,0.009401,
0.4735,0.2027,0.003342,0.01022,
0.4825,0.2221,0.003677,0.01387,
0.4915,0.2315,0.003931,0.01173,
0.5005,0.2361,0.004086,0.009537,
0.5095,0.2226,0.003982,0.01043,
0.5185,0.2045,0.003841,0.01072,
0.5275,0.1691,0.003544,0.007407,
0.5365,0.1644,0.003676,0.006321,
0.5455,0.1477,0.003459,0.005431,
0.5545,0.1458,0.003491,0.006633,
0.5635,0.1437,0.003502,0.007061,
0.5725,0.1662,0.003729,0.0104,
0.5815,0.1756,0.003959,0.01167,
0.5905,0.1959,0.004258,0.007256,
0.5995,0.1701,0.003853,0.01118,
0.6085,0.1387,0.003425,0.01067,
0.6175,0.1253,0.003258,0.007808,
0.6265,0.1086,0.003086,0.005284,
0.6355,0.09597,0.002992,0.003857,
0.6445,0.09496,0.003068,0.003429,
0.6535,0.08263,0.002896,0.002714,
0.6625,0.07808,0.002842,0.002444,
0.6715,0.08167,0.002995,0.002503,
0.6805,0.0755,0.002827,0.002701,
0.6895,0.08074,0.003017,0.002486,
0.6985,0.07605,0.002916,0.002728,
0.7075,0.07859,0.002988,0.003935,
0.7165,0.07629,0.002936,0.003997,
0.7255,0.07866,0.00301,0.004382,
0.7345,0.08296,0.0032,0.00467,
0.7435,0.09573,0.003451,0.00562,
0.7525,0.09213,0.002341,0.008521,
0.7615,0.09232,0.002447,0.007123,
0.7705,0.08878,0.002444,0.006837,
0.7795,0.07776,0.002293,0.008585,
0.7885,0.05999,0.001877,0.008677,
0.7975,0.04859,0.001487,0.007578,
0.8065,0.03811,0.001236,0.005554,
0.8155,0.0272,0.0009939,0.004152,
0.8245,0.02101,0.0008691,0.003054,
0.8335,0.01659,0.0007877,0.002373,
0.8425,0.01444,0.0006828,0.002339,
0.8515,0.00961,0.0005188,0.0017,
0.8605,0.00844,0.000443,0.001883,
0.8695,0.003934,0.0002349,0.0001705,
2.075,0.3475,0.2835,0.002226,0.02246
0.3565,0.2784,0.002271,0.02094,
0.3655,0.2653,0.002305,0.01893,
0.3745,0.2611,0.002357,0.01784,
0.3835,0.2557,0.002495,0.01674,
0.3925,0.2534,0.002589,0.0162,
0.4015,0.2419,0.002596,0.01546,
0.4105,0.2451,0.002682,0.01428,
0.4195,0.2385,0.002703,0.01349,
0.4285,0.2375,0.002846,0.0129,
0.4375,0.2233,0.0029,0.01138,
0.4465,0.2139,0.002902,0.01041,
0.4555,0.2056,0.002956,0.009748,
0.4645,0.2091,0.003159,0.009775,
0.4735,0.1996,0.003202,0.009538,
0.4825,0.2061,0.003453,0.01148,
0.4915,0.2231,0.003745,0.01288,
0.5005,0.2259,0.003945,0.01068,
0.5095,0.213,0.00389,0.00892,
0.5185,0.2015,0.003865,0.0105,
0.5275,0.1779,0.003494,0.00902,
0.5365,0.1594,0.003443,0.006816,
0.5455,0.1556,0.003466,0.006055,
0.5545,0.1352,0.003287,0.005314,
0.5635,0.1377,0.003356,0.006591,
0.5725,0.1612,0.00383,0.008702,
0.5815,0.1642,0.003984,0.01102,
0.5905,0.1772,0.004291,0.01062,
0.5995,0.1787,0.004434,0.006661,
0.6085,0.1495,0.003914,0.01137,
0.6175,0.1214,0.00341,0.008778,
0.6265,0.1097,0.00315,0.006284,
0.6355,0.09595,0.002856,0.00435,
0.6445,0.08701,0.002858,0.003394,
0.6535,0.08038,0.002686,0.002878,
0.6625,0.0844,0.002787,0.002823,
0.6715,0.08409,0.002861,0.002731,
0.6805,0.07994,0.002896,0.002588,
0.6895,0.07636,0.002899,0.003362,
0.6985,0.07177,0.002788,0.002347,
0.7075,0.07585,0.002934,0.003253,
0.7165,0.07995,0.003034,0.004156,
0.7255,0.07607,0.003118,0.004103,
0.7345,0.07447,0.003053,0.004107,
0.7435,0.0876,0.003426,0.00494,
0.7525,0.08916,0.003545,0.005191,
0.7615,0.08844,0.003672,0.004358,
0.7705,0.08961,0.003781,0.003293,
0.7795,0.09477,0.003924,0.006632,
0.7885,0.06821,0.002082,0.009231,
0.7975,0.05329,0.001784,0.008462,
0.8065,0.04075,0.001486,0.006225,
0.8155,0.02873,0.001256,0.004393,
0.8245,0.02373,0.00108,0.003578,
0.8335,0.01875,0.0008564,0.002644,
0.8425,0.01317,0.0006867,0.002035,
0.8515,0.01139,0.0005958,0.002053,
0.8605,0.008229,0.0004595,0.001758,
0.8695,0.005205,0.0003266,0.0002279,
0.8785,0.002067,0.0001242,0.00008325,
2.125,0.3565,0.2746,0.00228,0.02208
0.3655,0.2624,0.002268,0.01976,
0.3745,0.2607,0.002328,0.01888,
0.3835,0.2539,0.002386,0.01765,
0.3925,0.2471,0.002431,0.01651,
0.4015,0.2408,0.002524,0.01573,
0.4105,0.2355,0.002625,0.01532,
0.4195,0.2312,0.00265,0.0137,
0.4285,0.2285,0.002705,0.01306,
0.4375,0.2285,0.002773,0.0122,
0.4465,0.2214,0.002822,0.01162,
0.4555,0.2093,0.002859,0.01043,
0.4645,0.2055,0.00298,0.01002,
0.4735,0.1873,0.002903,0.008828,
0.4825,0.195,0.00306,0.009919,
0.4915,0.2045,0.003293,0.01253,
0.5005,0.2223,0.003687,0.01266,
0.5095,0.2275,0.00399,0.0103,
0.5185,0.2166,0.003988,0.01009,
0.5275,0.1843,0.003659,0.01016,
0.5365,0.1647,0.003444,0.007824,
0.5455,0.1469,0.003282,0.006171,
0.5545,0.1373,0.003265,0.005379,
0.5635,0.1371,0.003338,0.006339,
0.5725,0.1452,0.003489,0.00715,
0.5815,0.1451,0.003579,0.008621,
0.5905,0.1745,0.004184,0.01213,
0.5995,0.1871,0.004478,0.009191,
0.6085,0.1725,0.004419,0.009665,
0.6175,0.1427,0.003924,0.0114,
0.6265,0.1233,0.003776,0.008285,
0.6355,0.1041,0.00335,0.005507,
0.6445,0.09251,0.0032,0.003983,
0.6535,0.0854,0.003033,0.003261,
0.6625,0.08715,0.003043,0.003091,
0.6715,0.08358,0.002937,0.002852,
0.6805,0.08273,0.002928,0.002775,
0.6895,0.0781,0.002849,0.002815,
0.6985,0.07733,0.002839,0.00281,
0.7075,0.07169,0.002787,0.002433,
0.7165,0.0759,0.002851,0.003745,
0.7255,0.07006,0.002772,0.003779,
0.7345,0.07582,0.003097,0.004117,
0.7435,0.08112,0.003224,0.004409,
0.7525,0.08023,0.003262,0.004652,
0.7615,0.09823,0.003883,0.005431,
0.7705,0.08522,0.003867,0.003807,
0.7795,0.08122,0.004692,0.00423,
0.7885,0.07532,0.003559,0.007742,
0.7975,0.05588,0.002835,0.008732,
0.8065,0.04921,0.001878,0.008136,
0.8155,0.03601,0.00146,0.005535,
0.8245,0.02607,0.001139,0.004143,
0.8335,0.01951,0.001011,0.002753,
0.8425,0.01595,0.0008534,0.002448,
0.8515,0.01155,0.000675,0.002076,
0.8605,0.008105,0.0005153,0.001671,
0.8695,0.005237,0.0003706,0.0004734,
0.8785,0.002361,0.0001673,0.00008863,
2.175,0.3475,0.2833,0.002944,0.02337
0.3565,0.2879,0.002371,0.02542,
0.3655,0.2779,0.002365,0.02247,
0.3745,0.2649,0.002369,0.02021,
0.3835,0.2573,0.002395,0.01888,
0.3925,0.2509,0.002432,0.01776,
0.4015,0.2434,0.002459,0.01666,
0.4105,0.2344,0.002493,0.01576,
0.4195,0.2321,0.002641,0.01503,
0.4285,0.2271,0.002684,0.01364,
0.4375,0.2211,0.002729,0.01246,
0.4465,0.2215,0.002802,0.01192,
0.4555,0.2078,0.002749,0.01114,
0.4645,0.2015,0.002753,0.01038,
0.4735,0.1969,0.002833,0.00986,
0.4825,0.1902,0.00291,0.009468,
0.4915,0.2026,0.003194,0.01099,
0.5005,0.2033,0.003326,0.0133,
0.5095,0.2209,0.003615,0.01196,
0.5185,0.2222,0.003706,0.01003,
0.5275,0.1959,0.003639,0.01027,
0.5365,0.1827,0.003622,0.01023,
0.5455,0.1618,0.00351,0.007529,
0.5545,0.1327,0.003163,0.00564,
0.5635,0.1285,0.003139,0.005126,
0.5725,0.131,0.00326,0.006339,
0.5815,0.1387,0.003409,0.007226,
0.5905,0.1497,0.003713,0.009742,
0.5995,0.1654,0.004078,0.01104,
0.6085,0.1858,0.004473,0.007234,
0.6175,0.162,0.004135,0.01177,
0.6265,0.132,0.00363,0.01023,
0.6355,0.1132,0.00338,0.007071,
0.6445,0.09594,0.003107,0.004764,
0.6535,0.08795,0.003098,0.003662,
0.6625,0.08384,0.00305,0.003153,
0.6715,0.0824,0.003143,0.002918,
0.6805,0.07403,0.003004,0.002526,
0.6895,0.07322,0.003,0.002463,
0.6985,0.07256,0.003025,0.003394,
0.7075,0.06817,0.002844,0.002314,
0.7165,0.06402,0.002722,0.002704,
0.7255,0.06782,0.002809,0.003527,
0.7345,0.06878,0.002823,0.003671,
0.7435,0.06571,0.002725,0.00348,
0.7525,0.07541,0.002985,0.004227,
0.7615,0.07586,0.004093,0.004337,
0.7705,0.08966,0.004781,0.004296,
0.7795,0.08644,0.003585,0.003562,
0.7885,0.08231,0.004625,0.006295,
0.7975,0.05898,0.00293,0.008021,
0.8065,0.05186,0.002719,0.009016,
0.8155,0.03588,0.002252,0.005634,
0.8245,0.02884,0.001928,0.004814,
0.8335,0.02487,0.001726,0.00372,
0.8425,0.01994,0.001566,0.002987,
0.8515,0.01617,0.0009294,0.002845,
0.8605,0.00915,0.0006172,0.001797,
0.8695,0.005537,0.0004127,0.001363,
0.8785,0.00289,0.0002225,0.0001185,
2.225,0.3655,0.2744,0.002378,0.02386
0.3745,0.266,0.002413,0.02168,
0.3835,0.2533,0.002389,0.01968,
0.3925,0.2547,0.002448,0.01887,
0.4015,0.2461,0.002472,0.01771,
0.4105,0.2359,0.002504,0.01653,
0.4195,0.2314,0.002515,0.01595,
0.4285,0.2261,0.002583,0.01452,
0.4375,0.2262,0.002694,0.014,
0.4465,0.2176,0.002754,0.01261,
0.4555,0.2092,0.002767,0.01164,
0.4645,0.2013,0.002749,0.01077,
0.4735,0.1941,0.002762,0.01017,
0.4825,0.1878,0.002739,0.009738,
0.4915,0.1907,0.002838,0.01001,
0.5005,0.1994,0.003052,0.01191,
0.5095,0.2054,0.003291,0.01245,
0.5185,0.2136,0.00352,0.0107,
0.5275,0.2061,0.003541,0.009763,
0.5365,0.185,0.003383,0.01062,
0.5455,0.1617,0.003151,0.008627,
0.5545,0.149,0.003288,0.006894,
0.5635,0.139,0.003213,0.005961,
0.5725,0.1263,0.003155,0.005525,
0.5815,0.1299,0.003294,0.006482,
0.5905,0.1381,0.003517,0.007903,
0.5995,0.1568,0.003761,0.01084,
0.6085,0.1699,0.004156,0.009725,
0.6175,0.1642,0.004231,0.007751,
0.6265,0.1374,0.003642,0.01109,
0.6355,0.1091,0.003339,0.007809,
0.6445,0.09453,0.003017,0.005417,
0.6535,0.08452,0.002939,0.003975,
0.6625,0.0843,0.003025,0.003523,
0.6715,0.07471,0.00288,0.002863,
0.6805,0.08077,0.003157,0.002955,
0.6895,0.0749,0.003039,0.002672,
0.6985,0.07047,0.002852,0.002576,
0.7075,0.07707,0.003115,0.003164,
0.7165,0.07388,0.003075,0.002579,
0.7255,0.06678,0.002903,0.003229,
0.7345,0.07233,0.00327,0.003783,
0.7435,0.0714,0.003337,0.003682,
0.7525,0.07184,0.00327,0.003791,
0.7615,0.07781,0.003333,0.004528,
0.7705,0.08569,0.003651,0.004674,
0.7795,0.0808,0.004784,0.003489,
0.7885,0.08087,0.004955,0.004301,
0.7975,0.06154,0.002976,0.006933,
0.8065,0.04877,0.00257,0.008006,
0.8155,0.0342,0.002025,0.005701,
0.8245,0.02724,0.001689,0.004266,
0.8335,0.02217,0.001571,0.003525,
0.8425,0.01824,0.001371,0.002655,
0.8515,0.01284,0.001114,0.002217,
0.8605,0.009892,0.001039,0.002121,
0.8695,0.00926,0.0008117,0.002489,
0.8785,0.004108,0.0005103,0.00009951,
0.8875,0.001201,0.0001558,0.00002764,
2.275,0.3475,0.2915,0.00505,0.02543
0.3565,0.2836,0.003101,0.02548,
0.3655,0.2734,0.003936,0.02595,
0.3745,0.2641,0.002412,0.02302,
0.3835,0.2619,0.002464,0.02166,
0.3925,0.2497,0.002468,0.01961,
0.4015,0.2444,0.002482,0.01825,
0.4105,0.2363,0.002502,0.01721,
0.4195,0.2282,0.002524,0.01635,
0.4285,0.2249,0.002546,0.0157,
0.4375,0.2232,0.002596,0.0143,
0.4465,0.2142,0.00261,0.01382,
0.4555,0.2104,0.002714,0.01237,
0.4645,0.2001,0.002735,0.01168,
0.4735,0.1886,0.002726,0.01032,
0.4825,0.1884,0.002751,0.01005,
0.4915,0.1832,0.002769,0.009538,
0.5005,0.1834,0.002826,0.0102,
0.5095,0.197,0.003039,0.01298,
0.5185,0.2061,0.003196,0.01221,
0.5275,0.2077,0.003446,0.01011,
0.5365,0.1845,0.003231,0.009552,
0.5455,0.1689,0.003174,0.01004,
0.5545,0.1486,0.003066,0.00752,
0.5635,0.1345,0.002974,0.006153,
0.5725,0.1255,0.002942,0.005445,
0.5815,0.1238,0.002967,0.006394,
0.5905,0.1322,0.003172,0.006973,
0.5995,0.141,0.003453,0.009019,
0.6085,0.1515,0.00385,0.01062,
0.6175,0.1707,0.004393,0.007654,
0.6265,0.156,0.004119,0.01068,
0.6355,0.1231,0.003474,0.009919,
0.6445,0.1035,0.003186,0.006776,
0.6535,0.09344,0.003118,0.00489,
0.6625,0.07916,0.002917,0.003519,
0.6715,0.08277,0.003085,0.003377,
0.6805,0.07598,0.00285,0.002875,
0.6895,0.08138,0.003042,0.003008,
0.6985,0.06761,0.002835,0.002471,
0.7075,0.0681,0.002883,0.003453,
0.7165,0.06961,0.002901,0.00252,
0.7255,0.06399,0.002855,0.002763,
0.7345,0.06478,0.002852,0.003404,
0.7435,0.06128,0.002879,0.003183,
0.7525,0.06746,0.003042,0.003426,
0.7615,0.07172,0.003296,0.004052,
0.7705,0.07699,0.003592,0.004422,
0.7795,0.07703,0.003595,0.003814,
0.7885,0.08183,0.003973,0.003539,
0.7975,0.06881,0.0035,0.006056,
0.8065,0.04863,0.002838,0.007108,
0.8155,0.04441,0.002725,0.007801,
0.8245,0.03178,0.002116,0.004899,
0.8335,0.02385,0.001661,0.003982,
0.8425,0.0199,0.001591,0.002827,
0.8515,0.01443,0.001339,0.002263,
0.8605,0.01036,0.0009075,0.002118,
0.8695,0.007183,0.0007673,0.001716,
0.8785,0.005332,0.0007432,0.000231,
0.8875,0.001326,0.0002111,0.00003006,
2.325,0.3565,0.2755,0.00507,0.02437
0.3655,0.2765,0.003164,0.02491,
0.3745,0.2668,0.005195,0.02575,
0.3835,0.2541,0.002463,0.02232,
0.3925,0.2491,0.002458,0.02068,
0.4015,0.2466,0.002528,0.01963,
0.4105,0.2369,0.002528,0.0181,
0.4195,0.2317,0.002531,0.0172,
0.4285,0.2256,0.002582,0.01648,
0.4375,0.2233,0.002612,0.01558,
0.4465,0.2127,0.002596,0.01383,
0.4555,0.207,0.002598,0.01274,
0.4645,0.1992,0.002634,0.01176,
0.4735,0.194,0.002681,0.01129,
0.4825,0.1921,0.002788,0.01078,
0.4915,0.1775,0.002711,0.009786,
0.5005,0.1738,0.002775,0.009561,
0.5095,0.1806,0.002876,0.01084,
0.5185,0.1993,0.003149,0.01314,
0.5275,0.202,0.003227,0.01132,
0.5365,0.1981,0.003211,0.009919,
0.5455,0.1837,0.003147,0.01086,
0.5545,0.1494,0.00285,0.008647,
0.5635,0.1349,0.002862,0.006698,
0.5725,0.12,0.002711,0.005488,
0.5815,0.1177,0.002795,0.005215,
0.5905,0.1215,0.002937,0.00642,
0.5995,0.1339,0.0032,0.007641,
0.6085,0.1481,0.003415,0.0103,
0.6175,0.1563,0.003249,0.01017,
0.6265,0.1646,0.004081,0.007344,
0.6355,0.1375,0.00369,0.01123,
0.6445,0.1066,0.003328,0.008033,
0.6535,0.09706,0.003164,0.00581,
0.6625,0.08217,0.002998,0.004052,
0.6715,0.07442,0.002715,0.003227,
0.6805,0.07816,0.002933,0.003146,
0.6895,0.07421,0.00294,0.002851,
0.6985,0.06092,0.002607,0.002248,
0.7075,0.06909,0.00287,0.002746,
0.7165,0.07073,0.003024,0.003232,
0.7255,0.05946,0.002732,0.002222,
0.7345,0.06163,0.002872,0.003057,
0.7435,0.06574,0.002944,0.003502,
0.7525,0.06175,0.002968,0.003117,
0.7615,0.0675,0.003075,0.00362,
0.7705,0.06909,0.003121,0.004002,
0.7795,0.08193,0.004712,0.004488,
0.7885,0.07743,0.003564,0.003423,
0.7975,0.06859,0.003487,0.004576,
0.8065,0.06334,0.003326,0.008008,
0.8155,0.04452,0.002588,0.007634,
0.8245,0.03341,0.002362,0.005453,
0.8335,0.0302,0.002108,0.004874,
0.8425,0.01788,0.001712,0.002646,
0.8515,0.0154,0.001443,0.002318,
0.8605,0.009091,0.001125,0.001747,
0.8695,0.01003,0.001027,0.002243,
0.8785,0.007703,0.0009688,0.00028,
0.8875,0.002802,0.000405,0.00007883,
2.375,0.3655,0.2811,0.003513,0.0277
0.3745,0.2672,0.003198,0.02413,
0.3835,0.2735,0.008536,0.02706,
0.3925,0.2531,0.00258,0.02243,
0.4015,0.2431,0.002495,0.02044,
0.4105,0.2355,0.002567,0.01906,
0.4195,0.228,0.002529,0.01781,
0.4285,0.2172,0.002515,0.0164,
0.4375,0.2155,0.002579,0.01611,
0.4465,0.2138,0.002609,0.0148,
0.4555,0.2074,0.002634,0.01445,
0.4645,0.199,0.002612,0.01244,
0.4735,0.1942,0.002653,0.01186,
0.4825,0.1829,0.002606,0.0107,
0.4915,0.1764,0.002619,0.01,
0.5005,0.1745,0.002702,0.009727,
0.5095,0.1728,0.002763,0.009973,
0.5185,0.1794,0.002931,0.01179,
0.5275,0.1965,0.003181,0.01238,
0.5365,0.1902,0.00321,0.009986,
0.5455,0.1854,0.003185,0.009922,
0.5545,0.1625,0.002958,0.01014,
0.5635,0.1501,0.00288,0.008194,
0.5725,0.1304,0.002723,0.006392,
0.5815,0.1202,0.002698,0.005558,
0.5905,0.1124,0.002657,0.005936,
0.5995,0.1175,0.002857,0.006305,
0.6085,0.1304,0.003203,0.008256,
0.6175,0.1397,0.003353,0.01001,
0.6265,0.1518,0.003715,0.007849,
0.6355,0.1352,0.003492,0.009028,
0.6445,0.1206,0.003234,0.01006,
0.6535,0.1004,0.00303,0.006895,
0.6625,0.09079,0.002869,0.005065,
0.6715,0.0763,0.002638,0.003638,
0.6805,0.06926,0.002654,0.002985,
0.6895,0.07255,0.002821,0.002922,
0.6985,0.06708,0.002774,0.002658,
0.7075,0.06219,0.002642,0.00242,
0.7165,0.06155,0.002651,0.003291,
0.7255,0.06101,0.002607,0.002314,
0.7345,0.06443,0.003019,0.002898,
0.7435,0.05651,0.002577,0.00296,
0.7525,0.06028,0.002752,0.003208,
0.7615,0.06275,0.0031,0.003206,
0.7705,0.06261,0.002974,0.003551,
0.7795,0.06804,0.003193,0.003881,
0.7885,0.0702,0.003381,0.00351,
0.7975,0.06731,0.003423,0.003454,
0.8065,0.06472,0.003284,0.006698,
0.8155,0.05189,0.002902,0.008316,
0.8245,0.03174,0.00203,0.005412,
0.8335,0.02831,0.001913,0.004474,
0.8425,0.01985,0.001644,0.003107,
0.8515,0.01496,0.001254,0.002221,
0.8605,0.01103,0.001004,0.00194,
0.8695,0.009324,0.0009447,0.001992,
0.8785,0.005643,0.0008559,0.001636,
0.8875,0.003893,0.0004793,0.0001188,
2.425,0.3925,0.2449,0.003283,0.02096
0.4015,0.24,0.002704,0.02155,
0.4105,0.2382,0.002521,0.0202,
0.4195,0.2324,0.00258,0.01899,
0.4285,0.2246,0.002603,0.01772,
0.4375,0.2173,0.002613,0.01676,
0.4465,0.2108,0.002593,0.01567,
0.4555,0.2099,0.002668,0.01445,
0.4645,0.2067,0.00271,0.01365,
0.4735,0.199,0.002666,0.01271,
0.4825,0.1804,0.002616,0.01139,
0.4915,0.1814,0.002638,0.01081,
0.5005,0.1738,0.002642,0.01018,
0.5095,0.1706,0.002639,0.009937,
0.5185,0.1731,0.002814,0.01065,
0.5275,0.183,0.003051,0.01307,
0.5365,0.199,0.003266,0.01201,
0.5455,0.1891,0.003267,0.009869,
0.5545,0.1737,0.003116,0.01054,
0.5635,0.1548,0.00295,0.009639,
0.5725,0.131,0.002711,0.006964,
0.5815,0.121,0.002632,0.005966,
0.5905,0.1183,0.002626,0.005687,
0.5995,0.1132,0.002687,0.006315,
0.6085,0.1154,0.002784,0.00666,
0.6175,0.1257,0.003014,0.00872,
0.6265,0.1482,0.003548,0.0099,
0.6355,0.1528,0.003777,0.006972,
0.6445,0.1246,0.003285,0.01026,
0.6535,0.1122,0.003176,0.008734,
0.6625,0.0889,0.002814,0.005565,
0.6715,0.08641,0.002873,0.004527,
0.6805,0.07014,0.002603,0.003237,
0.6895,0.07112,0.00261,0.003062,
0.6985,0.06509,0.002637,0.002717,
0.7075,0.06664,0.002681,0.002658,
0.7165,0.06155,0.00259,0.002698,
0.7255,0.06398,0.002706,0.002895,
0.7345,0.06376,0.002704,0.002547,
0.7435,0.05463,0.00255,0.002735,
0.7525,0.0566,0.002686,0.002959,
0.7615,0.06574,0.00297,0.003277,
0.7705,0.06081,0.002853,0.00328,
0.7795,0.05907,0.003052,0.003432,
0.7885,0.06148,0.003057,0.003376,
0.7975,0.06621,0.003395,0.002988,
0.8065,0.0555,0.002834,0.004504,
0.8155,0.05415,0.00304,0.007817,
0.8245,0.03771,0.002305,0.006569,
0.8335,0.0282,0.001962,0.004517,
0.8425,0.01842,0.001421,0.003098,
0.8515,0.01373,0.001291,0.001971,
0.8605,0.01286,0.001136,0.002091,
0.8695,0.01035,0.0008799,0.00216,
0.8785,0.006164,0.0005957,0.001597,
0.8875,0.004046,0.0003878,0.0001199,
2.475,0.3745,0.2614,0.00559,0.02447
0.3835,0.2556,0.003761,0.02495,
0.3925,0.2523,0.003269,0.02297,
0.4015,0.243,0.003391,0.02102,
0.4105,0.2424,0.002975,0.02184,
0.4195,0.232,0.002524,0.01982,
0.4285,0.2229,0.002578,0.01846,
0.4375,0.2205,0.002667,0.01768,
0.4465,0.2111,0.002625,0.0167,
0.4555,0.2088,0.002661,0.01529,
0.4645,0.2014,0.002664,0.01461,
0.4735,0.1939,0.002674,0.01303,
0.4825,0.1874,0.00268,0.01227,
0.4915,0.1765,0.002638,0.01099,
0.5005,0.1753,0.002643,0.01072,
0.5095,0.1681,0.002639,0.009951,
0.5185,0.1654,0.002652,0.009995,
